,condition,odometer,mmr,sellingprice,using_time
22846,3.7,31231.0,29000,28000,1
169418,3.7,87866.0,6225,6600,6
319774,4.0,61135.0,9600,10000,3
365860,4.5,19103.0,14900,15600,1
440329,2.3,132180.0,1900,1800,10
7181,3.6,85397.0,5600,5800,8
105752,4.3,45946.0,11550,11300,2
6678,4.5,26350.0,39600,40500,3
411663,2.8,63038.0,13800,16500,4
99003,3.7,56450.0,16350,18500,4
467277,2.1,113574.0,11400,12100,7
311467,4.9,8097.0,30800,33400,1
499398,4.5,48678.0,30000,33200,3
209429,5.0,34970.0,34500,35000,1
177101,3.4,95166.0,9475,9700,9
128184,4.8,50906.0,12350,12200,4
240072,1.9,53415.0,5925,4900,3
19223,1.9,74570.0,5950,5600,4
27149,3.7,110823.0,5450,6200,10
444904,2.3,173275.0,8625,8000,5
195279,4.2,42844.0,19950,21500,3
171535,3.7,71982.0,7850,8500,3
101570,4.5,55801.0,11250,11500,8
333363,3.1,28279.0,22400,20500,4
267262,4.3,11536.0,22600,22400,1
148881,3.5,53905.0,18350,16800,5
362302,2.5,116468.0,3575,4200,7
117841,4.0,118464.0,21100,16400,3
420717,2.5,32562.0,13150,9500,3
475618,,69068.0,4225,6300,8
299698,1.9,178329.0,925,700,17
80311,2.3,74558.0,4025,1200,11
450881,2.8,85952.0,8375,7100,3
226811,2.2,86259.0,16450,13200,8
192543,2.6,136165.0,16650,11100,3
225491,3.4,133547.0,7550,7100,7
460714,3.0,52245.0,10400,10700,3
399992,3.7,16992.0,15400,14800,1
224293,3.9,119663.0,4000,4000,10
277428,3.2,175687.0,3825,3900,9
343638,2.8,93677.0,10100,8300,7
167726,3.6,11529.0,20900,19900,1
159816,2.5,127801.0,3250,4500,8
440942,2.4,120181.0,5425,4200,7
151398,3.3,56597.0,34200,33250,5
254657,3.4,38892.0,14500,14600,2
129543,3.3,46866.0,11350,12500,3
163317,4.6,37806.0,52900,55000,2
509857,2.4,103321.0,8275,8200,10
381784,4.7,9617.0,26500,27250,0
121445,4.3,25047.0,14300,13700,1
132469,4.4,31661.0,23500,24600,3
268771,4.3,49054.0,11450,12400,5
541653,3.5,11980.0,11550,11100,3
510742,4.5,20867.0,24000,24000,1
512612,2.7,56929.0,17100,16200,2
52294,2.9,122267.0,9825,9800,9
536093,3.4,71531.0,13150,14600,6
374054,2.6,118692.0,5750,5600,5
188445,4.2,58528.0,13950,14100,1
139714,3.7,113921.0,2000,2000,9
341260,2.8,35267.0,16450,16100,2
106414,3.3,80398.0,7050,4200,8
374176,1.9,128655.0,2850,1800,10
371284,3.7,35020.0,12550,12200,2
332247,4.3,8638.0,17950,17800,1
413697,2.0,126893.0,6625,4000,5
479157,4.4,16927.0,27600,28700,1
407478,2.6,125545.0,3925,4400,12
328144,3.5,10314.0,23600,24000,1
432098,3.6,144224.0,4150,4200,8
109769,3.1,114833.0,6825,6700,6
161671,3.5,54825.0,20900,19000,1
25315,4.3,7989.0,20100,19000,4
118737,4.6,8185.0,22300,21800,0
90692,3.1,47499.0,11150,12400,3
316989,3.0,82888.0,17650,16500,6
437685,1.9,137361.0,4675,4400,10
370516,4.4,27778.0,15150,15700,4
361530,2.8,66418.0,27400,23800,5
231131,4.4,20253.0,10950,11000,2
456260,2.3,203237.0,2825,1800,12
503637,3.4,52376.0,10000,10100,2
200899,4.6,51589.0,20900,22800,5
222991,1.0,195734.0,800,600,13
237550,2.2,22796.0,13200,10800,2
459765,3.5,90623.0,16050,16000,7
431488,1.9,185120.0,2875,2400,11
510474,4.6,28498.0,12350,12800,3
431731,1.9,237463.0,800,600,18
308727,4.2,16237.0,16850,16100,1
229177,3.4,42249.0,11800,10800,3
415396,2.7,62273.0,9750,8100,3
457942,4.3,73063.0,7500,8700,4
510769,4.2,39516.0,17550,17300,1
543058,2.5,129656.0,9800,11900,9
324951,4.2,36342.0,11950,13100,3
173916,2.3,110760.0,9275,8600,2
498039,4.2,19716.0,16500,15400,2
116607,3.7,51616.0,19450,17600,2
381669,5.0,9764.0,30400,31300,2
246280,4.3,13497.0,15700,16500,2
133245,2.7,115163.0,19000,17200,8
109483,2.7,27989.0,11900,11400,3
278274,4.2,64891.0,14100,13500,3
238361,2.8,97773.0,3475,2600,8
94380,3.7,68327.0,9100,9300,4
194383,3.8,67562.0,17600,18600,7
284416,4.5,25483.0,20100,22200,3
233443,,153548.0,11600,10200,4
110106,4.0,16952.0,25100,26500,0
341197,3.5,52957.0,9300,9000,2
479287,3.9,24264.0,12650,12300,3
287313,1.9,150519.0,1150,1300,18
381856,2.4,6253.0,31800,23000,2
403443,1.9,69047.0,7425,5200,12
37197,4.0,126876.0,2175,3100,11
19241,1.9,137259.0,7525,7300,5
85256,2.0,118895.0,6675,3700,6
297022,1.9,125569.0,1425,900,8
179076,2.4,117967.0,4700,4700,9
482954,4.7,16497.0,14900,14800,2
475833,,131546.0,2300,2800,9
154663,2.5,53848.0,5050,4500,11
404906,5.0,57743.0,24400,26800,4
401833,2.0,69681.0,2350,2700,12
82166,4.1,37004.0,15900,16300,1
215702,3.5,94460.0,17950,19400,4
161353,3.9,74026.0,25600,25750,5
42639,3.7,85552.0,10550,13300,6
275041,3.7,26875.0,10900,10600,3
429893,3.7,67267.0,15300,14100,1
13844,2.9,84758.0,9900,9500,7
165416,4.2,12949.0,23000,22900,1
402611,3.3,61072.0,14950,15200,5
91977,3.8,53735.0,10250,10300,2
433411,,100249.0,1950,1800,12
73559,3.9,46649.0,30600,30500,5
174693,3.7,27634.0,14100,13700,2
109134,3.7,38083.0,11300,11400,1
470211,2.0,258565.0,250,400,21
264018,1.9,29660.0,17000,15800,4
346953,4.0,37897.0,12200,11900,3
213973,4.6,30037.0,15050,15800,1
289450,2.5,143464.0,2700,3200,10
76359,4.5,72319.0,7050,8300,4
428064,4.1,28627.0,12000,12100,3
355769,2.7,98277.0,6950,10400,8
161814,2.9,108678.0,5500,4300,10
69426,2.6,63473.0,13100,12900,2
251231,3.4,33569.0,10400,10200,1
239468,3.7,14956.0,14650,14400,1
171640,3.7,20195.0,18400,16900,4
412750,3.3,39454.0,13050,13300,2
119763,2.6,84111.0,7800,6400,3
493943,3.4,59140.0,10250,9600,4
165254,3.8,39041.0,9300,10200,1
93180,2.8,119637.0,7875,6700,8
549131,2.8,57747.0,27100,25200,3
528574,2.3,127040.0,2525,2300,10
487499,3.9,23159.0,36800,36600,1
30642,4.0,15959.0,29600,32500,1
363575,4.3,112455.0,4050,4900,8
153783,4.7,22797.0,17500,18900,3
526902,3.6,67086.0,13900,14000,5
81866,1.9,63171.0,14300,11600,7
178351,4.2,35958.0,14450,14700,1
354585,3.7,89981.0,19550,21900,7
539449,4.6,8716.0,17550,17000,1
87699,3.6,139418.0,2325,1400,8
127001,3.0,15506.0,19600,19100,1
172721,4.3,74500.0,14350,14000,4
350474,4.2,17555.0,14950,15500,1
155434,5.0,4851.0,16700,19800,0
89131,3.3,68055.0,9375,8700,3
196552,1.9,91665.0,9775,10300,4
255665,3.8,49333.0,18550,19600,3
357411,3.9,49600.0,11250,11200,2
540101,2.9,74693.0,15450,16200,4
293591,4.9,19266.0,24400,27300,1
19857,2.9,57044.0,12050,12300,2
398670,2.5,197297.0,900,900,12
6882,,85839.0,15650,12000,6
6391,3.2,17883.0,10000,9700,1
396113,4.9,43953.0,31600,29800,2
321782,4.2,73164.0,10650,12100,6
334227,3.8,91841.0,16350,15000,6
400883,2.6,42170.0,14050,13900,4
365036,3.4,101138.0,5200,5900,5
108911,2.9,60210.0,7325,4300,3
131287,3.2,40916.0,17200,16500,4
43679,3.9,223557.0,4225,5100,8
75838,,64383.0,13800,14100,5
505929,1.9,119082.0,750,600,16
368117,3.7,28190.0,28800,28500,4
258075,4.1,35273.0,16600,15900,1
54345,1.2,140834.0,5025,4750,11
283084,4.1,36041.0,15250,15400,2
104847,2.2,28845.0,15300,14500,3
377177,4.4,22044.0,16950,16500,1
550243,3.6,49916.0,12150,11400,2
265071,4.0,12235.0,17250,17200,1
220289,3.8,59524.0,26500,27500,4
341055,3.1,24967.0,17050,17400,4
61108,3.3,21747.0,13750,13750,10
315585,2.0,52660.0,900,400,20
21533,3.7,160627.0,8125,9800,14
170582,3.5,51253.0,11150,10900,2
169606,3.7,76993.0,19450,20250,8
145029,3.0,115909.0,4375,3900,7
329831,5.0,6827.0,35400,39700,3
540041,2.9,48955.0,26500,26250,3
398218,,112628.0,13600,13500,7
122665,2.0,13687.0,17150,14800,0
398297,4.1,101469.0,5425,4500,8
119284,,33882.0,13300,13700,3
376212,4.0,30737.0,12200,11700,2
322127,2.3,12953.0,15900,13000,0
545561,4.1,20957.0,9325,8500,2
176198,4.5,66139.0,5300,6700,6
467119,4.1,30886.0,27100,26500,4
361442,4.8,39271.0,21800,22700,3
242989,3.5,212487.0,3475,3000,10
297373,3.9,75552.0,12000,12200,3
275559,2.9,62788.0,10550,10900,3
545896,2.0,1.0,4200,1100,15
493424,4.0,19608.0,36500,37250,0
352818,3.5,7876.0,24800,24000,1
337823,3.3,33150.0,10950,11000,3
486238,3.7,15498.0,13250,12800,3
216667,3.8,47724.0,23900,28800,3
441973,1.9,133053.0,3250,2800,11
536517,2.9,107268.0,7800,7600,8
79510,3.5,23552.0,11050,11400,2
72955,2.8,134289.0,5475,5900,9
162216,1.9,124205.0,4350,1600,9
202640,4.7,44571.0,18450,19600,3
92855,4.3,179894.0,3750,4200,13
343123,4.3,17832.0,16300,18100,2
405535,2.8,10133.0,14900,13200,1
356375,3.5,87665.0,23000,25250,7
299508,4.2,58761.0,12950,11000,3
292066,4.4,32363.0,17350,14000,3
379510,3.6,80302.0,7050,6900,3
228444,3.5,30427.0,18700,15800,1
394430,4.1,53321.0,10200,8500,6
32125,3.4,129926.0,12850,12200,8
20059,3.6,19617.0,52000,51000,2
90107,4.6,9445.0,44800,45250,1
398857,4.3,17227.0,15800,14800,1
166061,4.2,34560.0,39300,39750,3
473384,3.7,72546.0,13450,13500,6
98543,4.7,9018.0,18250,18000,1
319033,3.7,51614.0,14000,14000,3
87813,2.6,116429.0,1850,1700,10
467387,2.6,187182.0,3500,4000,11
377364,2.2,60950.0,10550,10700,2
361697,2.2,121025.0,2600,2500,13
12606,3.7,158356.0,6250,5600,7
25542,2.6,19608.0,14600,12400,1
75604,4.1,59229.0,39500,37250,2
2946,,66570.0,25900,25250,5
185945,3.9,6734.0,17100,17800,1
274088,2.7,17490.0,14400,12800,3
55600,4.1,40310.0,16950,16800,1
310437,4.2,52497.0,7700,7600,4
63459,3.5,20717.0,14700,14700,1
490365,3.3,50135.0,11400,11300,3
189844,3.5,39636.0,8750,7800,3
115988,2.0,38556.0,18200,16000,4
204654,4.3,28593.0,15900,19600,2
517073,2.5,37324.0,10800,10400,1
397117,4.1,40703.0,10900,10800,2
28072,2.5,90994.0,6850,7700,6
58468,3.6,52442.0,10500,9400,3
52609,4.9,28836.0,35100,37500,2
14639,4.3,40857.0,29000,29600,3
2700,3.6,41155.0,48600,47000,4
549378,2.9,92558.0,8325,9100,7
374577,1.0,179417.0,1575,1550,13
359495,3.2,98669.0,7675,8000,9
202195,4.2,68199.0,13900,15000,6
756,3.8,14149.0,39900,40500,2
127984,3.7,104102.0,10650,11800,6
45834,2.6,197668.0,1475,1600,16
83657,2.8,45127.0,16750,16000,2
14242,3.4,65234.0,11800,12600,2
43007,2.9,155751.0,2125,2900,12
242400,4.0,19277.0,16450,16000,1
537344,4.0,27636.0,12250,11000,1
462892,4.1,36459.0,13850,14100,2
409630,4.1,31191.0,27500,28400,4
479017,4.6,23668.0,11650,12300,2
273753,1.9,88159.0,3000,4100,10
476293,,218469.0,2975,2000,14
328283,2.7,84429.0,10000,9300,8
19421,3.1,94663.0,7350,6400,9
388330,5.0,19757.0,14800,14800,2
496864,2.8,63163.0,16300,15500,3
434335,5.0,16126.0,13400,13400,1
32760,2.7,69369.0,8025,12500,10
330616,1.9,104873.0,9950,8900,4
36731,3.8,11167.0,30300,30100,3
333995,4.0,59800.0,18550,20100,7
366019,3.8,46068.0,11550,12100,3
173040,4.0,9413.0,17350,17600,1
508252,3.8,40994.0,13800,13100,1
144535,4.4,26451.0,29200,28800,3
468363,3.8,112336.0,8125,8800,5
392433,4.5,20162.0,23200,24400,5
84222,3.4,100587.0,14200,13250,8
353425,3.5,63750.0,7900,8400,8
34230,2.7,145812.0,4500,3600,9
44763,3.4,40530.0,11450,12000,3
234914,,45320.0,3550,2700,9
6749,2.3,130055.0,4675,4800,4
379807,3.6,39352.0,20000,20400,2
238535,2.0,84798.0,8975,10600,9
517225,4.2,35208.0,41300,41100,1
488502,2.6,127728.0,7325,6000,8
311026,2.7,32553.0,3400,6700,9
64523,3.5,97317.0,12050,11700,3
325253,5.0,10604.0,42400,46250,1
330193,3.8,69713.0,14250,13900,2
178698,4.0,18580.0,19650,20000,1
6553,,46766.0,11600,11700,2
366484,4.3,58451.0,10500,10500,2
361338,3.8,14702.0,52600,50500,2
173581,,114270.0,1925,2500,11
515662,2.7,56894.0,10150,16600,2
511594,1.9,104706.0,19300,17200,7
89197,3.8,48303.0,11300,11300,3
366543,3.1,28362.0,16200,15400,2
161173,4.3,30502.0,13000,13700,3
475655,,131946.0,9800,7000,8
360391,4.0,52723.0,10450,11500,3
112124,2.9,110132.0,12100,14200,5
23355,3.7,80335.0,32000,32000,5
358341,2.9,53111.0,11850,11600,2
363812,2.9,65760.0,24600,23200,4
99278,4.9,9605.0,15550,16500,1
105814,4.0,119716.0,8425,8100,8
377893,3.5,50479.0,12350,11500,3
98982,4.7,31266.0,17650,16800,3
176760,4.5,97981.0,15400,16300,4
460032,4.5,36268.0,11300,9800,2
134567,3.5,60864.0,10550,9900,6
213204,4.8,26345.0,35500,34600,2
260594,3.9,160675.0,1975,3000,9
381807,5.0,7122.0,33400,32500,0
454723,2.8,138654.0,1475,1000,13
336745,2.6,22024.0,13500,12200,4
509678,2.0,147315.0,2300,2700,12
271508,4.0,62923.0,8200,8300,3
163185,4.5,39875.0,41200,41000,3
157296,2.7,57093.0,8900,8000,5
155800,2.0,62270.0,7200,5200,3
174106,3.6,42135.0,14300,14400,1
431640,3.9,30048.0,16750,16100,2
513573,4.3,20047.0,12850,13000,3
495876,3.8,25191.0,22100,20900,2
388363,4.8,29732.0,18300,17900,2
533189,2.1,,3825,3500,10
27568,4.6,22107.0,11450,11700,2
461402,1.9,101644.0,4300,5000,8
378658,4.7,38455.0,12250,14100,2
38960,3.0,11077.0,12400,12800,1
171818,4.8,53344.0,15100,16600,5
32239,3.6,114327.0,3975,4000,9
85179,4.2,33158.0,15700,16600,4
415671,3.2,102585.0,7000,7600,9
498443,,23008.0,28300,29000,0
17485,2.4,25297.0,46800,43000,2
457975,4.2,62306.0,9675,10500,4
42668,1.9,81622.0,4625,4900,7
254963,2.9,39278.0,18400,17200,4
263868,3.6,56871.0,10000,9400,4
409748,4.5,7398.0,39800,39400,3
405333,2.0,146845.0,2275,1475,11
533770,2.5,43982.0,13850,12900,4
522396,4.4,12085.0,19250,19700,1
521299,3.6,96279.0,18700,14200,2
393314,2.9,239708.0,2225,2300,12
455284,2.2,128626.0,4825,4300,12
449112,3.9,107294.0,11050,11900,8
534228,3.4,82072.0,10250,8500,6
180348,3.7,17184.0,12350,12600,1
224649,4.8,41065.0,19300,16700,6
164,2.5,10929.0,24700,21000,1
327299,4.2,8133.0,24100,24250,2
21939,3.9,10531.0,34500,34000,2
247062,4.2,31769.0,22400,23800,3
246479,4.2,36661.0,24100,24600,4
454590,3.3,218574.0,5750,8900,7
440857,3.5,48322.0,17950,17900,3
417381,3.6,154026.0,4575,3900,7
135500,2.2,52804.0,9850,8500,3
5927,4.6,10360.0,29400,33300,0
533822,2.1,143364.0,1275,800,16
304121,3.4,22658.0,17600,16900,1
99068,3.4,56692.0,7275,8400,5
175784,3.5,60398.0,13500,13000,2
374395,4.2,65549.0,10600,11500,3
66208,3.5,34416.0,11600,10250,3
135232,3.5,87322.0,11050,11200,6
371584,2.5,87958.0,9225,11900,7
197996,3.5,12703.0,23300,22800,3
329993,1.9,33702.0,21600,13000,2
354400,3.6,40035.0,13300,13500,2
187218,4.5,4505.0,16250,17000,0
293209,4.8,36914.0,11700,13200,3
46095,2.0,91170.0,4800,5300,6
227845,4.1,244329.0,1475,1600,17
356591,1.6,132865.0,2275,850,11
233576,3.4,76369.0,7775,7200,4
80501,4.2,44376.0,18350,19750,2
378149,1.9,45089.0,11200,9600,3
181690,4.0,20385.0,19150,17400,1
275550,1.9,92880.0,7800,6400,3
212638,4.8,15437.0,16000,16500,1
332636,3.5,32139.0,18150,18800,3
108674,4.0,36915.0,17550,17400,1
404417,2.6,106629.0,6050,9100,10
40280,3.6,81942.0,9850,11700,8
349568,4.1,16566.0,25000,23750,2
471888,4.5,44247.0,27300,25000,2
479567,4.3,10779.0,21300,20400,1
287406,4.1,45048.0,15900,15500,3
3862,1.9,115726.0,3250,2900,8
286505,2.0,20646.0,13350,13800,1
272524,3.1,29279.0,26100,24800,4
301031,3.7,38788.0,11500,11200,2
312223,3.6,61808.0,10550,11000,3
109357,2.8,26482.0,13850,11400,2
542211,3.5,77889.0,8175,12100,6
232311,3.3,58065.0,8200,7900,2
425524,2.0,9714.0,19150,14200,0
432799,,18743.0,20100,13700,0
167770,4.2,20346.0,23900,25200,2
39335,4.0,19736.0,64000,62750,2
286704,2.5,97542.0,12300,11600,5
457555,2.8,84179.0,8975,10500,4
394277,4.9,20546.0,25100,24900,2
246618,3.4,85455.0,6075,5900,7
423320,4.9,32505.0,10600,11300,1
228701,1.9,180177.0,6425,6400,8
478209,2.3,39739.0,12000,10000,3
484913,4.8,30046.0,16650,15700,1
296691,2.7,13255.0,14150,13200,3
189446,2.9,94283.0,14700,14900,8
364628,3.0,138305.0,5275,5600,10
330044,3.7,111794.0,8900,9600,7
252780,3.7,35366.0,9950,10500,4
205889,2.7,56342.0,23400,24250,3
229043,3.5,102604.0,13850,11000,3
101893,2.2,123182.0,9875,8000,9
42051,2.0,200616.0,700,400,16
22195,2.5,129987.0,5525,7000,6
340315,3.7,4861.0,8200,8600,1
109043,2.6,94314.0,5575,5200,11
258343,4.4,41973.0,23600,25800,3
440054,4.2,23739.0,21200,21900,1
405040,1.9,75201.0,7700,6000,7
362988,3.9,77718.0,10700,11900,5
359816,3.2,67799.0,18300,19500,9
303563,4.3,38403.0,13250,13000,2
58435,4.0,30960.0,18000,18000,2
4247,,119700.0,6375,5500,9
52159,3.5,128085.0,6350,8000,7
239062,4.0,13017.0,16350,17300,1
316118,3.0,87629.0,15050,16400,7
151301,4.3,23982.0,26600,26400,3
326770,3.8,76367.0,12100,12200,5
450079,1.0,177247.0,3175,1100,11
196621,4.8,22597.0,33900,34000,2
363728,2.9,29978.0,22100,21500,3
393725,4.2,51661.0,17950,19500,4
478661,3.2,21247.0,12600,12900,3
110403,4.4,28841.0,10800,11800,3
79343,3.3,88805.0,7725,9100,4
542627,4.5,9592.0,29200,30000,0
261897,2.9,90464.0,4200,3700,8
152462,4.9,23560.0,11850,12200,2
171223,2.8,29205.0,10150,9900,3
251168,3.6,29031.0,15750,16400,3
317758,3.6,61330.0,16900,17100,2
349367,4.6,12469.0,13500,13300,0
177238,3.7,53717.0,19850,22300,7
32794,3.0,5746.0,23500,21200,0
462012,2.1,140937.0,4975,5000,8
119240,3.8,47237.0,17450,14600,3
80898,3.9,72451.0,18050,18300,7
112086,5.0,8772.0,19850,19700,1
379211,4.4,94938.0,7800,7500,2
271253,3.6,48501.0,10050,10000,2
8569,,70185.0,8650,6300,2
221727,5.0,9130.0,44900,44500,3
250368,4.0,18869.0,19650,19100,1
303867,2.7,82146.0,8275,8100,7
196669,4.1,39977.0,20500,19300,3
406268,3.5,27543.0,19650,18800,4
252446,3.6,19966.0,23000,20800,3
294038,4.4,33175.0,16450,20100,1
308027,4.0,28496.0,18550,19400,1
118243,4.2,47068.0,23300,22700,7
264456,2.0,133429.0,1825,2100,7
458162,4.2,92134.0,8625,9200,6
130045,4.5,40155.0,17250,17000,1
504211,3.8,39555.0,11150,11800,3
377654,2.2,35993.0,9475,8800,3
405019,1.9,125821.0,13500,13500,7
338072,4.7,20186.0,19250,19500,2
454039,3.3,57006.0,4700,6800,11
395983,2.0,74322.0,13300,9400,3
112899,3.1,92974.0,8075,9200,4
478592,4.7,28732.0,11650,12800,3
263173,4.6,28488.0,14950,14900,3
357013,3.1,16619.0,17300,17200,1
71617,3.4,52182.0,10550,10200,3
352339,4.2,21574.0,14100,15000,1
197132,3.7,35974.0,13100,12100,2
257864,4.6,27740.0,14950,15400,3
424745,4.1,47105.0,10950,11600,2
366584,1.9,161172.0,3825,3600,12
415232,1.9,80732.0,15300,15500,10
432507,3.6,117092.0,7425,5700,4
41728,2.4,113891.0,3700,3500,9
327331,2.5,26149.0,11600,11600,2
158391,3.7,22597.0,12100,12100,2
269821,4.2,38137.0,28000,30000,3
408432,4.1,29210.0,12200,12900,2
355757,3.4,64786.0,7350,8800,7
90145,3.5,45560.0,10450,7000,2
120391,2.1,66795.0,5575,6400,8
186690,2.6,60930.0,9975,8500,3
185010,1.0,25346.0,18950,12900,1
410209,3.5,146126.0,4200,4900,10
407219,2.4,170104.0,2675,2100,8
449092,1.9,162686.0,2250,2200,8
429145,4.3,29860.0,18750,19900,2
434208,4.0,25250.0,19450,18000,1
258188,3.1,28007.0,21300,20000,2
437048,3.8,103282.0,5725,6300,8
93109,3.8,25196.0,36500,35700,4
112361,2.9,53833.0,21400,21000,2
30008,3.9,100139.0,5800,4900,4
544511,4.1,48444.0,25900,24100,3
69815,3.3,36632.0,9150,9300,3
176561,5.0,2667.0,12700,13200,1
407579,3.3,206613.0,12950,12800,8
494372,4.2,5825.0,15250,15700,1
350228,4.3,88421.0,11000,12400,8
511630,2.9,107384.0,16300,14900,7
36036,3.9,41442.0,9050,9500,2
372780,4.4,42385.0,21300,20800,1
42299,4.0,36237.0,11150,12100,2
316492,4.2,16551.0,15500,15900,0
394305,4.7,64569.0,9400,8200,7
44422,2.6,72236.0,13200,12900,2
219393,4.8,15088.0,18900,19700,2
222117,1.0,175460.0,1175,400,8
98302,2.3,98130.0,6000,5200,7
403550,4.6,11022.0,16500,16900,2
270398,3.6,75628.0,8325,9700,6
26065,3.5,91417.0,12300,14800,7
413805,3.2,195438.0,9950,11800,8
374376,1.9,182325.0,825,750,14
119906,,79875.0,13500,12300,4
382038,4.0,109592.0,18350,17000,6
101415,3.8,56480.0,8650,9900,3
363936,4.2,3338.0,11900,11900,3
90928,3.4,107431.0,12850,13000,5
519344,3.5,30944.0,21400,21100,3
347153,4.4,12810.0,22300,22200,0
425521,3.5,36610.0,10450,9200,3
215759,2.6,161595.0,3575,3000,10
341916,4.1,22641.0,22000,22100,2
223166,3.3,231238.0,75,1700,9
219771,4.1,129179.0,9025,10000,9
410837,4.3,57300.0,32300,32000,2
544413,5.0,95831.0,13450,13900,9
313117,3.3,115149.0,2075,1700,12
267153,2.6,31879.0,11450,11000,1
258237,2.0,34120.0,13350,13100,2
545030,4.3,37846.0,9450,10300,1
282231,3.4,27496.0,26800,26500,4
22900,2.8,107883.0,11150,9500,2
351021,3.9,33259.0,13850,13800,2
171636,3.5,27704.0,17000,15700,3
321702,2.9,20585.0,11750,11300,2
466760,2.1,103462.0,5200,3900,5
522652,3.6,31800.0,31600,30100,1
381966,3.0,155572.0,4525,5300,8
405432,2.0,126356.0,925,1000,14
459297,2.7,130628.0,5100,5700,7
169958,3.6,30358.0,18550,17500,1
53178,3.9,26430.0,22100,22500,2
167935,2.3,50967.0,9925,8700,2
265240,4.8,38520.0,22800,23000,1
80175,3.7,140597.0,5200,6300,9
358608,3.7,58582.0,9150,9600,2
70788,3.8,28509.0,19350,18750,3
133332,1.9,171624.0,1900,1350,9
12133,3.2,143411.0,3625,3700,10
282596,3.8,62015.0,13000,14500,2
180328,3.9,82786.0,6100,7800,6
318891,1.9,127745.0,9400,12400,12
319473,3.6,92753.0,7925,8500,2
522022,5.0,21600.0,24500,27100,1
504292,4.9,18844.0,34000,34500,0
542042,3.0,83990.0,7425,6500,9
291781,4.1,27584.0,25100,23700,4
151247,4.6,33412.0,22200,23700,3
493951,3.9,93688.0,22400,21100,4
76287,4.1,97082.0,16100,16500,3
178242,2.8,131009.0,16200,15000,7
454509,3.6,63618.0,24300,23900,2
114463,3.4,30191.0,12950,11700,1
326639,2.3,25270.0,11850,11000,4
303591,1.9,17.0,32500,21500,0
65309,4.8,7434.0,96000,92500,1
275373,4.5,8706.0,13800,13100,1
11500,2.8,63090.0,21600,21000,2
361555,2.9,128026.0,5250,4800,6
10430,2.9,47456.0,11600,10000,2
138142,4.0,14157.0,20000,19900,1
397553,4.7,19281.0,29300,27800,1
39557,4.1,21399.0,21700,23000,2
358966,3.4,65225.0,6300,6300,8
104539,2.0,14089.0,13000,11000,2
16719,3.7,24396.0,20300,22250,4
145144,1.9,146241.0,1550,1100,14
84147,3.7,33774.0,18400,20000,4
404057,3.3,89033.0,17500,16800,8
3557,2.4,117803.0,7300,6600,8
350970,2.5,73468.0,5475,5300,8
362931,3.2,126722.0,6675,7400,5
139903,4.4,1656.0,22600,22200,1
284509,2.8,40188.0,7550,7100,3
62755,2.7,204362.0,950,2200,14
88658,4.4,42165.0,21800,21900,2
282791,4.2,37731.0,11300,11300,2
120302,,85887.0,15150,16000,7
198089,2.8,72743.0,7925,5700,5
447547,1.9,131062.0,1625,1800,14
414840,3.7,36087.0,10650,10500,3
445451,2.7,109571.0,6125,6900,8
123217,3.7,63651.0,10850,9900,2
220746,4.8,15960.0,26200,27750,1
437514,1.0,255330.0,2725,1400,13
110849,3.3,158627.0,4125,4500,8
34541,1.8,1.0,3350,1600,12
136544,3.5,121708.0,15650,16900,8
291855,2.0,5210.0,52700,8500,0
231947,3.5,88947.0,3800,4300,10
195566,3.2,77249.0,10350,10500,2
103758,3.3,179787.0,4975,4300,13
281190,2.1,62601.0,4675,3600,5
60813,3.4,73451.0,18950,20500,5
30166,3.8,122456.0,11850,11100,7
358287,4.1,42866.0,30300,32250,8
113078,2.0,54534.0,11400,10200,2
179882,2.8,46400.0,8225,7600,2
451354,2.0,121636.0,2100,2600,10
365832,3.7,81982.0,5075,5600,7
449349,,184503.0,3200,5100,11
536298,4.6,9685.0,18500,18500,1
331795,4.4,101594.0,8500,8900,8
332662,2.8,19375.0,18850,17600,3
456267,2.8,114776.0,2175,2000,12
539901,2.0,210549.0,750,1100,18
37424,3.0,41944.0,11050,11800,2
352770,2.1,84687.0,3625,2300,12
271272,4.9,9592.0,19050,19000,2
109580,3.5,36544.0,9300,9200,3
